lat,lon,depth,mag,remark,strike1,dip1,rake1,strike2,dip2,rake2
0.12,124.01,76,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.62,124.95,28,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.20,123.47,154,4.0,Minahassa Peninsula - Sulawesi,,,,,,
01.05,123.75,91,2.0,Minahassa Peninsula - Sulawesi,,,,,,
1.30,121.38,38,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.40,120.70,79,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,122.84,10,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.03,123.50,109,5.5,Minahassa Peninsula - Sulawesi,84.7,62.2,122.2,211.22,41.6,44.7
0.03,123.50,109,5.5,Minahassa Peninsula - Sulawesi,,,,,,
0.93,122.94,25,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,122.97,57,4.9,Minahassa Peninsula - Sulawesi,,,,,,
0.65,122.03,72,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.05,121.07,14,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.66,121.47,68,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.70,122.35,44,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,123.95,76,4.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.92,121.53,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.30,122.34,141,4.0,Minahassa Peninsula - Sulawesi,,,,,,
1.16,121.00,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.82,121.93,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.05,123.57,141,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.05,120.38,96,5.3,Minahassa Peninsula - Sulawesi,287.6,46.2,-2.4,19.29,88.3,-136.2
0.05,120.38,96,5.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.69,121.63,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.26,121.53,126,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,122.87,142,3.6,Minahassa Peninsula - Sulawesi,,,,,,
1.14,121.25,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.15,123.24,101,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.56,120.26,19,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.29,123.01,42,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.23,121.96,186,3.9,Minahassa Peninsula - Sulawesi,,,,,,
01.03,121.41,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.02,123.63,117,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.83,122.28,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.60,121.44,57,3.1,Minahassa Peninsula - Sulawesi,,,,,,
01.05,122.04,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.03,123.39,152,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.32,121.97,165,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.58,119.80,16,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.85,120.09,12,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.17,123.09,102,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.38,122.00,182,4.9,Minahassa Peninsula - Sulawesi,,,,,,
0.36,122.01,188,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,123.43,123,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.35,122.95,77,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.97,119.91,10,2.0,Minahassa Peninsula - Sulawesi,,,,,,
0.02,124.32,79,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.18,122.94,102,4.6,Minahassa Peninsula - Sulawesi,,,,,,
0.68,122.17,40,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.94,120.48,10,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.78,123.75,261,4.8,Minahassa Peninsula - Sulawesi,,,,,,
0.78,122.37,47,2.2,Minahassa Peninsula - Sulawesi,,,,,,
1.62,123.14,14,4.9,Minahassa Peninsula - Sulawesi,,,,,,
01.03,121.79,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.08,124.47,61,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.63,119.85,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.65,121.82,64,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,123.96,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
01.03,121.29,65,2.6,Minahassa Peninsula - Sulawesi,,,,,,
01.06,121.07,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.93,124.34,210,4.5,Minahassa Peninsula - Sulawesi,,,,,,
0.18,121.88,197,4.0,Minahassa Peninsula - Sulawesi,,,,,,
0.55,122.14,87,3.4,Minahassa Peninsula - Sulawesi,,,,,,
1.64,122.79,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.36,119.77,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.51,120.67,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.63,120.26,28,2.9,Minahassa Peninsula - Sulawesi,,,,,,
1.33,124.78,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.51,121.91,13,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.64,121.97,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.15,122.94,83,3.0,Minahassa Peninsula - Sulawesi,,,,,,
1.20,121.60,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.11,121.81,19,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.25,122.38,127,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.09,124.11,99,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,122.05,253,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.31,121.78,183,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.90,122.76,13,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.02,122.93,110,3.0,Minahassa Peninsula - Sulawesi,,,,,,
1.98,121.31,14,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.31,122.13,154,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.65,122.51,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,122.54,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.82,122.79,50,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,122.53,10,4.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.71,122.54,10,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.72,122.50,10,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.95,122.62,11,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.68,122.54,10,4.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.67,122.56,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.80,122.45,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.26,121.92,201,3.6,Minahassa Peninsula - Sulawesi,,,,,,
1.43,124.58,245,4.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.04,121.93,221,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.32,122.06,12,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.67,122.50,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.91,121.51,10,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.66,120.57,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.56,122.21,148,2.4,Minahassa Peninsula - Sulawesi,,,,,,
0.33,122.38,113,5.0,Minahassa Peninsula - Sulawesi,,,,,,
0.18,124.21,93,4.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,123.17,139,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.06,123.99,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.20,119.81,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,122.81,110,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.51,121.93,10,4.8,Minahassa Peninsula - Sulawesi,,,,,,
0.64,121.45,84,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,123.21,141,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,122.92,34,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.27,122.10,172,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.08,120.20,49,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.24,122.30,151,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.30,121.54,144,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.25,122.09,166,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.85,122.45,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.20,123.89,76,4.7,Minahassa Peninsula - Sulawesi,,,,,,
0.39,122.02,141,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.32,121.94,168,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.73,123.23,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.82,120.56,10,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.51,122.11,17,1.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,121.91,275,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.54,121.86,96,1.9,Minahassa Peninsula - Sulawesi,,,,,,
0.97,120.11,10,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.54,123.50,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.27,122.93,61,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.02,122.76,207,4.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,123.11,57,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,123.98,73,4.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.15,122.88,29,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.14,123.60,128,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.56,122.62,76,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.76,115,4.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.30,122.95,25,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,122.95,152,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.37,123.00,20,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.22,123.16,87,3.6,Minahassa Peninsula - Sulawesi,,,,,,
1.20,120.33,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
1.71,124.97,211,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.79,121.55,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.15,123.78,140,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.33,121.92,162,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.33,122.86,55,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.07,120.08,45,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.13,122.84,111,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.46,128,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.83,123.32,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,122.89,144,4.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.71,122.26,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.26,121.78,185,3.0,Minahassa Peninsula - Sulawesi,,,,,,
1.12,121.81,14,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.28,121.91,173,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.22,123.49,10,4.5,Minahassa Peninsula - Sulawesi,,,,,,
0.71,124.59,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.79,120.98,38,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.62,119.89,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.18,119.84,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.34,120.26,33,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.02,123.50,158,4.5,Minahassa Peninsula - Sulawesi,,,,,,
1.74,124.91,209,3.7,Minahassa Peninsula - Sulawesi,,,,,,
1.89,124.81,199,4.4,Minahassa Peninsula - Sulawesi,,,,,,
0.47,120.59,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.30,119.60,10,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.22,122.96,32,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.23,122.26,157,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.32,122.48,108,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.02,123.55,125,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.27,122.25,118,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.16,121.91,268,3.7,Minahassa Peninsula - Sulawesi,,,,,,
1.29,121.52,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.17,123.08,64,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,122.86,11,2.7,Minahassa Peninsula - Sulawesi,,,,,,
1.28,124.27,248,4.7,Minahassa Peninsula - Sulawesi,,,,,,
0.56,122.40,69,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.09,122.80,126,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.98,121.85,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,122.95,110,4.2,Minahassa Peninsula - Sulawesi,,,,,,
0.03,124.42,26,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,122.85,140,2.9,Minahassa Peninsula - Sulawesi,,,,,,
1.35,121.47,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.32,122.04,174,4.4,Minahassa Peninsula - Sulawesi,,,,,,
0.72,122.23,50,2.1,Minahassa Peninsula - Sulawesi,,,,,,
0.18,124.32,29,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.51,122.01,115,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.28,121.80,172,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.51,119.95,16,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.37,122.01,171,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.22,122.17,168,3.6,Minahassa Peninsula - Sulawesi,,,,,,
0.02,123.33,59,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.07,123.84,114,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.87,121.21,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
0.27,124.66,85,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.97,120.35,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.61,121.10,47,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.95,122.12,20,2.9,Minahassa Peninsula - Sulawesi,,,,,,
0.29,124.00,194,4.6,Minahassa Peninsula - Sulawesi,193.9,22.8,32.0,74.00,78.1,109.6
0.29,124.00,194,4.6,Minahassa Peninsula - Sulawesi,,,,,,
0.21,124.26,13,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.07,123.55,80,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.58,119.84,10,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.56,119.76,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.51,119.82,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.28,120.66,50,3.0,Minahassa Peninsula - Sulawesi,,,,,,
1.21,120.79,12,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.10,120.99,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.03,123.10,146,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.19,119.79,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.02,124.44,28,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.03,124.47,28,4.5,Minahassa Peninsula - Sulawesi,,,,,,
0.03,124.50,57,4.8,Minahassa Peninsula - Sulawesi,,,,,,
0.97,120.14,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.03,124.46,26,4.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.22,119.71,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,122.68,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
0.21,124.36,280,3.4,Minahassa Peninsula - Sulawesi,79.5,26.3,-50.1,216.44,70.2,-107.6
0.21,124.36,280,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.19,124.29,35,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.44,123.08,24,4.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.37,124,4.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,122.90,75,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.90,123.87,31,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.56,122.21,79,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.27,119.51,10,3.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.05,122.97,130,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,123.32,124,4.6,Minahassa Peninsula - Sulawesi,,,,,,
1.67,121.01,10,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.66,124,4.6,Minahassa Peninsula - Sulawesi,110.7,63.6,66.7,334.77,34.6,128.5
-0.08,123.66,124,4.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,122.03,250,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.32,121.89,164,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.34,122.88,61,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.94,121.83,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.16,122.84,33,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.00,123.53,130,4.4,Minahassa Peninsula - Sulawesi,,,,,,
1.16,121.75,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
1.76,120.74,69,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.36,122.87,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.39,122.95,56,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.38,122.96,58,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.66,119.74,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.87,119.60,10,2.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.91,119.85,10,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.40,122.86,17,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.40,123.86,143,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.03,123.73,117,5.0,Minahassa Peninsula - Sulawesi,178.9,36.4,102.6,343.35,54.6,80.9
-0.03,123.73,117,5.0,Minahassa Peninsula - Sulawesi,,,,,,
1.42,122.00,10,3.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,123.04,69,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.38,122.26,97,2.4,Minahassa Peninsula - Sulawesi,,,,,,
0.29,122.18,161,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.67,122.39,72,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.30,119.82,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.35,121.56,152,4.4,Minahassa Peninsula - Sulawesi,317.0,54.2,19.2,215.53,74.5,142.6
0.35,121.56,152,4.4,Minahassa Peninsula - Sulawesi,,,,,,
0.32,121.92,171,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,121.84,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.24,122.96,59,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.85,120.71,26,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.16,122.95,110,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.28,122.41,115,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.38,121.18,74,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.23,122.88,23,2.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.14,123.14,137,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,123.32,124,3.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,123.01,55,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.31,120.71,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.38,122.90,62,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.26,122.79,47,4.4,Minahassa Peninsula - Sulawesi,,,,,,
0.44,121.58,86,2.1,Minahassa Peninsula - Sulawesi,,,,,,
1.17,120.36,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,123.07,141,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.69,122.32,63,4.3,Minahassa Peninsula - Sulawesi,,,,,,
0.25,124.69,19,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.39,121.99,173,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.25,122.73,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.76,119.88,10,2.6,Minahassa Peninsula - Sulawesi,,,,,,
0.52,123.68,234,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.29,122.81,48,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.19,123.80,150,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.89,122.02,10,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.15,122.49,14,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.08,123.32,142,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.88,121.52,10,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.11,121.84,10,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.86,122.22,63,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.64,123.60,28,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.63,123.44,12,4.4,Minahassa Peninsula - Sulawesi,,,,,,
1.47,124.72,213,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.64,122.17,85,4.9,Minahassa Peninsula - Sulawesi,302.8,74.8,135.7,47.14,47.6,20.7
0.64,122.17,85,4.9,Minahassa Peninsula - Sulawesi,,,,,,
1.80,121.10,40,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.23,119.77,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.50,123.67,13,3.1,Minahassa Peninsula - Sulawesi,,,,,,
1.26,124.55,170,4.4,Minahassa Peninsula - Sulawesi,122.3,4.9,-168.8,21.22,89.1,-85.2
1.26,124.55,170,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.03,123.39,129,5.1,Minahassa Peninsula - Sulawesi,102.3,30.8,109.3,260.09,61.1,78.9
-0.03,123.39,129,5.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.31,123.79,102,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.10,122.86,35,2.9,Minahassa Peninsula - Sulawesi,,,,,,
-0.37,122.94,32,2.7,Minahassa Peninsula - Sulawesi,,,,,,
0.44,120.16,30,3.5,Minahassa Peninsula - Sulawesi,,,,,,
0.57,122.16,88,5.1,Minahassa Peninsula - Sulawesi,21.7,34.9,26.1,269.87,75.4,122.1
0.57,122.16,88,5.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.06,122.89,145,3.2,Minahassa Peninsula - Sulawesi,,,,,,
1.63,122.29,435,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.07,123.06,115,3.0,Minahassa Peninsula - Sulawesi,,,,,,
1.11,123.33,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.29,123.22,44,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.56,119.84,15,2.0,Minahassa Peninsula - Sulawesi,,,,,,
0.77,123.92,242,3.7,Minahassa Peninsula - Sulawesi,,,,,,
0.58,121.06,73,3.3,Minahassa Peninsula - Sulawesi,,,,,,
1.11,121.75,15,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.71,120.47,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.02,122.97,57,3.1,Minahassa Peninsula - Sulawesi,,,,,,
0.18,124.37,31,3.8,Minahassa Peninsula - Sulawesi,,,,,,
-0.61,119.81,19,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.04,121.24,13,2.4,Minahassa Peninsula - Sulawesi,,,,,,
0.52,121.10,23,2.6,Minahassa Peninsula - Sulawesi,,,,,,
1.37,120.19,10,3.1,Minahassa Peninsula - Sulawesi,,,,,,
1.12,120.29,10,3.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.21,122.91,70,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.91,119.93,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
1.25,124.27,256,3.9,Minahassa Peninsula - Sulawesi,,,,,,
0.58,122.31,14,2.1,Minahassa Peninsula - Sulawesi,,,,,,
1.48,123.98,302,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.27,122.15,180,3.4,Minahassa Peninsula - Sulawesi,,,,,,
0.95,121.60,52,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.44,121.99,197,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.63,121.77,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.80,122.23,11,3.8,Minahassa Peninsula - Sulawesi,,,,,,
0.46,121.94,185,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.16,122.39,18,2.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,122.89,116,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.03,123.33,124,2.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.01,123.29,152,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.59,122.40,63,2.2,Minahassa Peninsula - Sulawesi,,,,,,
0.63,122.28,85,3.4,Minahassa Peninsula - Sulawesi,,,,,,
1.57,123.12,10,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.89,121.35,10,2.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.61,119.80,20,2.6,Minahassa Peninsula - Sulawesi,,,,,,
1.27,120.35,10,4.1,Minahassa Peninsula - Sulawesi,,,,,,
0.30,121.81,197,3.1,Minahassa Peninsula - Sulawesi,,,,,,
-0.23,122.97,27,3.2,Minahassa Peninsula - Sulawesi,,,,,,
0.29,122.03,137,3.3,Minahassa Peninsula - Sulawesi,,,,,,
0.36,122.22,127,3.5,Minahassa Peninsula - Sulawesi,,,,,,
-0.11,123.31,122,4.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.75,122.13,10,2.8,Minahassa Peninsula - Sulawesi,,,,,,
0.39,122.30,139,2.6,Minahassa Peninsula - Sulawesi,,,,,,
-0.18,122.51,12,2.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.12,122.80,110,3.0,Minahassa Peninsula - Sulawesi,,,,,,
-0.02,123.18,153,3.2,Minahassa Peninsula - Sulawesi,,,,,,
-0.58,122.11,10,3.4,Minahassa Peninsula - Sulawesi,,,,,,
-0.70,121.81,10,2.3,Minahassa Peninsula - Sulawesi,,,,,,
0.15,123.71,137,5.7,Minahassa Peninsula - Sulawesi,187.4,21.1,57.6,41.67,72.3,101.7
0.15,123.71,137,5.7,Minahassa Peninsula - Sulawesi,,,,,,
-0.16,123.01,101,3.3,Minahassa Peninsula - Sulawesi,,,,,,
-0.99,121.28,19,2.4,Minahassa Peninsula - Sulawesi,,,,,,
